id,#Study,idProject,testCase,EagerTest,MysteryGuest,ResourceOptimism,ET_ExternalValidation1,MG_ExternalValidation1,RO_ExternalValidation1
24980,sample_49,4.0_hdoop,org.apache.hadoop.yarn.server.api.protocolrecords.testregisternodemanagerresponse.testroundtrip,1.0,0.0,0.0,1.0,0.0,0.0
39808,sample_49,45.0_hbase,org.apache.hadoop.hbase.thrift2.testthrifthbaseservicehandler.testexistsall,1.0,0.0,0.0,1.0,0.0,0.0
49074,sample_49,5.0_jfreechart,org.jfree.chart.util.relativedateformattest.testcloning,0.0,0.0,0.0,0.0,0.0,0.0
27062,sample_48,4.0_hdoop,org.apache.hadoop.registry.client.impl.testcuratorservice.testverifyexists,0.0,1.0,0.0,0.0,1.0,0.0
4605,sample_48,18.0_admiral,com.vmware.admiral.adapter.docker.util.dockerportmappingtest.testdockerportstringparsing,0.0,0.0,0.0,0.0,0.0,0.0
17264,sample_60,21.0_incubator-dubbo,org.apache.dubbo.common.utils.pojoutilstest.test_looppojoinlist,0.0,0.0,0.0,0.0,0.0,0.0
3643,sample_60,18.0_admiral,com.vmware.admiral.auth.util.securitycontextutiltest.testsecuritycontextcontainsallrolesformultipleprojects,1.0,0.0,0.0,1.0,0.0,0.0
27228,sample_74,4.0_hdoop,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshnodesgracefulinvalidargs,1.0,0.0,0.0,1.0,0.0,0.0
8290,sample_74,27.0_querydsl,com.querydsl.sql.dml.sqlinsertclausetest.getsqlwithpreservedcolumnorder,0.0,1.0,0.0,0.0,1.0,0.0
28480,sample_45,4.0_hdoop,org.apache.hadoop.mapred.testtaskstatus.testreducetaskstatusstartandfinishtimes,1.0,0.0,0.0,1.0,0.0,0.0
49387,sample_45,5.0_jfreechart,org.jfree.chart.renderer.xy.vectorrenderertest.testpubliccloneable,0.0,0.0,0.0,0.0,0.0,0.0
15491,sample_119,7.0_dnsjava,org.xbill.dns.addresstest.test_isdottedquad,0.0,0.0,0.0,0.0,0.0,0.0
8915,sample_119,27.0_querydsl,com.querydsl.lucene3.luceneserializertest.between_does_not_find_results,0.0,0.0,0.0,0.0,0.0,0.0
16507,sample_119,21.0_incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_hasextension_wrapperisnotext,0.0,0.0,0.0,0.0,0.0,1.0
1784,sample_119,29.0_c2mon,cern.c2mon.server.supervision.impl.supervisiontagnotifiertest.testnotifysubequipmentevent,0.0,0.0,0.0,0.0,0.0,0.0
38393,sample_125,45.0_hbase,org.apache.hadoop.hbase.types.testterminatedwrapper.testskipnonskippable,1.0,0.0,0.0,1.0,0.0,0.0
7950,sample_125,27.0_querydsl,com.querydsl.sql.selectbase.serialization2,0.0,1.0,0.0,0.0,1.0,0.0
11594,sample_125,15.0_wro4j,ro.isdc.wro.http.testconfigurablewrofilter.cannotacceptinvalidprocessornameconfiguration,0.0,0.0,0.0,0.0,0.0,0.0
22014,sample_92,4.0_hdoop,org.apache.hadoop.tracing.testtraceutils.testextraconfig,0.0,0.0,0.0,0.0,0.0,0.0
6949,sample_92,65.0_vertx-mqtt,io.vertx.mqtt.test.server.mqttserverconnectiontest.refusedunacceptableprotocolversion,1.0,0.0,0.0,1.0,0.0,0.0
41751,sample_131,16.0_pippo,ro.pippo.controller.controllerregistrytest.testwithpathwithmultivalue,0.0,0.0,0.0,0.0,0.0,0.0
48251,sample_86,38.0_carbon-apimgt,org.wso2.carbon.apimgt.rest.api.admin.throttling.mappings.applicationthrottlepolicymappingutiltest.fromapplicationthrottlepolicydtotomodeltest,0.0,0.0,0.0,0.0,0.0,0.0
28271,sample_86,4.0_hdoop,org.apache.hadoop.mapred.testtask.teststatusupdatedoesnotexitinubermode,1.0,0.0,0.0,1.0,0.0,0.0
11702,sample_87,15.0_wro4j,ro.isdc.wro.extensions.processor.testless4jprocessor.shouldbethreadsafe,0.0,0.0,0.0,0.0,0.0,0.0
41601,sample_87,16.0_pippo,ro.pippo.core.pipposettingstest.testgetnumber,1.0,0.0,0.0,1.0,0.0,1.0
12694,sample_87,15.0_wro4j,ro.isdc.wro.config.factory.testpropertiesandfilterconfigwroconfigurationfactory.testconfiguredebugwithpropertiesfileset,0.0,0.0,0.0,0.0,0.0,0.0
11951,sample_87,15.0_wro4j,ro.isdc.wro.extensions.processor.css.testlesscssprocessor.shouldsupportcorrectresourcetypes,0.0,0.0,0.0,0.0,0.0,0.0
17968,sample_130,21.0_incubator-dubbo,org.apache.dubbo.rpc.cluster.support.wrapper.mockclusterinvokertest.testmockinvokerfromoverride_invoke_check_int,0.0,1.0,1.0,0.0,1.0,1.0
34076,sample_130,30.0_joda-time,org.joda.time.testweeks.testgetmethods,0.0,0.0,0.0,0.0,0.0,0.0
11132,sample_130,35.0_hsac-fitnesse-fixtures,nl.hsac.fitnesse.fixture.slim.stringfixturetest.testreplaceallwithregexin,0.0,0.0,0.0,0.0,0.0,0.0
19322,sample_130,4.0_hdoop,org.apache.hadoop.hdfs.web.testtokenaspect.testinitwithugitoken,0.0,0.0,0.0,0.0,0.0,0.0
9593,sample_93,27.0_querydsl,com.querydsl.lucene5.lucenequerytest.uniqueresult_finds_more_than_one_result,0.0,0.0,0.0,0.0,0.0,0.0
41438,sample_93,45.0_hbase,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testwalcleanerwithemptyrolls,1.0,1.0,0.0,1.0,1.0,1.0
31627,sample_93,4.0_hdoop,org.apache.hadoop.ozone.lease.testleasemanager.testcustomleasetimeout,0.0,0.0,0.0,0.0,0.0,0.0
7924,sample_93,27.0_querydsl,com.querydsl.sql.selectbase.projection2,1.0,1.0,0.0,1.0,1.0,0.0
5575,sample_124,49.0_dropwizard,io.dropwizard.assets.assetsbundletest.canhavedifferenturiandresourcepaths,0.0,1.0,0.0,0.0,1.0,0.0
21988,sample_124,4.0_hdoop,org.apache.hadoop.net.testnetworktopologywithnodegroup.testaddnodewithinvalidtopology,0.0,0.0,0.0,0.0,0.0,0.0
17011,sample_124,21.0_incubator-dubbo,org.apache.dubbo.common.status.support.statusutilstest.testgetsummarystatus1,0.0,0.0,0.0,0.0,0.0,0.0
43193,sample_118,17.0_fastjson,com.alibaba.json.bvt.bug.issue_for_oschina_3087749_2215732.test_for_issue,0.0,0.0,0.0,0.0,0.0,0.0
45673,sample_118,71.0_spring-ws,org.springframework.ws.test.server.mockwebserviceclienttest.createserverapplicationcontextdefaults,0.0,0.0,0.0,0.0,0.0,0.0
17533,sample_118,21.0_incubator-dubbo,org.apache.dubbo.rpc.filter.timeoutfiltertest.testinvokewithouttimeout,0.0,1.0,1.0,0.0,1.0,1.0
11282,sample_118,69.0_search-highlighter,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.largeandbasicspeedtest,1.0,0.0,0.0,1.0,0.0,0.0
40177,sample_44,45.0_hbase,org.apache.hadoop.hbase.master.testdeadserver.testsortextract,0.0,0.0,0.0,0.0,0.0,0.0
24332,sample_44,4.0_hdoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.runtime.testdelegatinglinuxcontainerruntime.testjavasandboxnotallowedbutpermissivedockerrequested,1.0,0.0,0.0,1.0,0.0,0.0
49347,sample_50,5.0_jfreechart,org.jfree.chart.renderer.xy.xyerrorrenderertest.testpubliccloneable,0.0,0.0,0.0,0.0,0.0,0.0
15157,sample_50,41.0_elastic-job-lite,io.elasticjob.lite.internal.failover.failoverservicetest.assertsetcrashedfailoverflagwhenitemisnotassigned,0.0,0.0,0.0,0.0,0.0,0.0
35808,sample_78,30.0_joda-time,org.joda.time.format.testperiodformatterbuilder.testappendliteralthrowsillegalargumentexception,0.0,0.0,0.0,0.0,0.0,0.0
22417,sample_78,4.0_hdoop,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testmoveblockfailure,0.0,1.0,1.0,0.0,1.0,1.0
2500,sample_52,60.0_vertexium,org.vertexium.test.graphtestbase.testsoftdeletepropertythroughmutationwithvisibility,1.0,0.0,0.0,1.0,0.0,0.0
49813,sample_52,5.0_jfreechart,org.jfree.data.xy.tablexydatasettest.testequals,0.0,0.0,0.0,0.0,0.0,0.0
35862,sample_132,76.0_achilles,info.archinnov.achilles.it.testentitywithstaticannotations.should_insert_overriding_static_conf,1.0,0.0,0.0,1.0,0.0,0.0
1649,sample_132,29.0_c2mon,cern.c2mon.server.cache.rule.ruletagcachetest.testcacheloading,1.0,0.0,0.0,1.0,0.0,0.0
24939,sample_126,4.0_hdoop,org.apache.hadoop.yarn.server.timeline.security.testtimelineaclsmanager.testcorruptedownerinfofordomain,1.0,0.0,0.0,1.0,0.0,0.0
44068,sample_126,17.0_fastjson,com.alibaba.json.bvt.issue_1400.issue1498.test_for_issue,0.0,0.0,0.0,0.0,0.0,0.0
16400,sample_126,21.0_incubator-dubbo,org.apache.dubbo.config.providerconfigtest.testaccepts,0.0,0.0,0.0,0.0,0.0,0.0
16253,sample_91,21.0_incubator-dubbo,org.apache.dubbo.config.serviceconfigtest.testgeneric1,0.0,0.0,0.0,0.0,0.0,0.0
21891,sample_91,4.0_hdoop,org.apache.hadoop.net.testnetutils.testwrapbindexception,0.0,0.0,0.0,0.0,0.0,0.0
38378,sample_91,45.0_hbase,org.apache.hadoop.hbase.codec.testkeyvaluecodec.testone,1.0,0.0,0.0,1.0,0.0,0.0
17550,sample_91,21.0_incubator-dubbo,org.apache.dubbo.rpc.filter.exceptionfiltertest.testconverttoruntimeexception,0.0,0.0,0.0,0.0,0.0,0.0
36356,sample_90,33.0_alien4cloud,alien4cloud.utils.version.versiontest.testequalsnullsafe,0.0,0.0,0.0,0.0,0.0,0.0
3525,sample_90,18.0_admiral,com.vmware.admiral.auth.idm.local.localprincipalservicetest.testdeleteprincipalshoulddeleteuserstate,0.0,1.0,1.0,0.0,1.0,0.0
27878,sample_90,4.0_hdoop,org.apache.hadoop.mapreduce.testtaskid.testgettasktypechar,0.0,0.0,0.0,0.0,0.0,0.0
19760,sample_90,4.0_hdoop,org.apache.hadoop.hdfs.testquota.testsetandclearspacequotadirectorynotexist,0.0,0.0,0.0,0.0,0.0,0.0
1704,sample_127,29.0_c2mon,cern.c2mon.server.cache.dbaccess.equipmentmappertest.testinsertandretrieve,0.0,0.0,0.0,0.0,0.0,0.0
20573,sample_127,4.0_hdoop,org.apache.hadoop.hdfs.server.namenode.testbackupnode.testbackupnode,1.0,1.0,1.0,1.0,1.0,1.0
43539,sample_127,17.0_fastjson,com.alibaba.json.bvt.bug.bug_for_stv_liu.test,1.0,0.0,0.0,1.0,0.0,1.0
14475,sample_84,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.dataobjectfactoryimpltest.testgetlexemeid,0.0,0.0,0.0,0.0,0.0,0.0
28192,sample_84,4.0_hdoop,org.apache.hadoop.mapred.testcounters.testcounterlimits,1.0,0.0,0.0,1.0,0.0,0.0
10686,sample_133,66.0_sawmill,io.logz.sawmill.executionstepsparsertest.testparseonsuccessexecutionstep,1.0,0.0,0.0,1.0,0.0,0.0
51140,sample_133,37.0_jimfs,com.google.common.jimfs.filesystemstatetest.testclose_multipletimesdonothing,0.0,0.0,0.0,0.0,0.0,0.0
9383,sample_53,27.0_querydsl,com.querydsl.core.types.dsl.booleanexpressiontest.orallof,0.0,0.0,0.0,0.0,0.0,0.0
41894,sample_53,56.0_oci-java-sdk,com.oracle.bmc.objectstorage.transfer.internal.multipartutilstest.shouldusemultipart_objectnottoolarge_shouldreturntrue,0.0,0.0,0.0,0.0,0.0,0.0
50220,sample_43,5.0_jfreechart,org.jfree.data.category.defaultintervalcategorydatasettest.testgetvalue,1.0,0.0,0.0,1.0,0.0,0.0
11314,sample_43,69.0_search-highlighter,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.basic,0.0,0.0,0.0,1.0,0.0,0.0
20485,sample_137,4.0_hdoop,org.apache.hadoop.hdfs.server.datanode.testfsdatasetcache.testfilesexceedmaxlockedmemory,1.0,1.0,1.0,0.0,0.0,1.0
26935,sample_94,4.0_hdoop,org.apache.hadoop.yarn.server.router.testroutermetrics.testappsfailedcreated,0.0,0.0,0.0,1.0,1.0,0.0
27532,sample_94,4.0_hdoop,org.apache.hadoop.ozone.web.client.testvolume.testdeletevolume,0.0,0.0,0.0,0.0,1.0,1.0
48243,sample_94,38.0_carbon-apimgt,org.wso2.carbon.apimgt.rest.api.admin.throttling.impl.blacklistapiserviceimpltest.blacklistconditioniddeletetest,0.0,0.0,0.0,0.0,1.0,0.0
7692,sample_94,27.0_querydsl,com.querydsl.sql.multikeytest.tostring_,0.0,0.0,0.0,1.0,0.0,1.0
6695,sample_123,49.0_dropwizard,io.dropwizard.testing.junit5.personresourcetest.testgetimmutablelistofpersons,0.0,0.0,0.0,0.0,1.0,1.0
45438,sample_123,12.0_openpojo,com.openpojo.reflection.construct.instancefactorytest.shouldskipsyntheticconstructor,0.0,0.0,0.0,0.0,0.0,1.0
28320,sample_123,4.0_hdoop,org.apache.hadoop.mapred.testfileoutputcommitter.testmaponlynooutputv2,0.0,1.0,0.0,0.0,0.0,0.0
35130,sample_123,30.0_joda-time,org.joda.time.field.testbasedatetimefield.test_get,0.0,0.0,0.0,0.0,0.0,1.0
15336,sample_95,7.0_dnsjava,org.xbill.dns.reversemaptest.test_fromaddress_invalid,1.0,0.0,0.0,0.0,1.0,0.0
29009,sample_95,4.0_hdoop,org.apache.hadoop.mapreduce.v2.app.job.impl.testtaskimpl.testlaunchtaskattempt,0.0,0.0,0.0,1.0,0.0,0.0
14283,sample_95,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testirifortime,0.0,0.0,0.0,0.0,0.0,0.0
10729,sample_95,66.0_sawmill,io.logz.sawmill.conditions.fieldtypeconditiontest.testwrongconfigs,0.0,0.0,0.0,0.0,0.0,0.0
24530,sample_136,4.0_hdoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.numa.testnumaresourceallocator.testreleasenumaresourcess,1.0,0.0,0.0,1.0,1.0,1.0
18582,sample_42,58.0_esper,com.espertech.esper.common.internal.epl.spatial.quadtree.core.testboundingbox.testtreeforpath,1.0,0.0,0.0,0.0,0.0,0.0
19008,sample_42,4.0_hdoop,org.apache.hadoop.fs.testfileutil.testcopy5,0.0,1.0,0.0,1.0,1.0,1.0
22746,sample_54,4.0_hdoop,org.apache.hadoop.hdfs.server.blockmanagement.testavailablespaceblockplacementpolicy.testchoosedatanode,0.0,0.0,0.0,0.0,0.0,0.0
30417,sample_54,4.0_hdoop,org.apache.hadoop.ha.testfailovercontroller.testfailuretofenceonfailbackfailsthefailback,0.0,0.0,0.0,0.0,0.0,0.0
17984,sample_40,21.0_incubator-dubbo,org.apache.dubbo.rpc.cluster.configurator.absent.absentconfiguratortest.testoverrideapplication,0.0,1.0,1.0,1.0,1.0,1.0
42,sample_40,28.0_oryx,com.cloudera.oryx.app.speed.als.alsspeedmodeltest.testuseritemvector,0.0,0.0,0.0,1.0,0.0,0.0
41750,sample_68,16.0_pippo,ro.pippo.controller.controllerregistrytest.testwithpathwithsinglevalue,0.0,0.0,0.0,0.0,0.0,1.0
14813,sample_68,41.0_elastic-job-lite,io.elasticjob.lite.api.strategy.impl.rotateserverbynamejobshardingstrategytest.assertsharding3,0.0,0.0,0.0,0.0,0.0,0.0
14857,sample_120,41.0_elastic-job-lite,io.elasticjob.lite.executor.jobexecutorfactorytest.assertgetjobexecutorwhenjobclasswhenunsupportedjob,0.0,0.0,0.0,1.0,0.0,0.0
21780,sample_120,4.0_hdoop,org.apache.hadoop.tools.testoptionsparser.testdiffoption,0.0,0.0,0.0,0.0,0.0,0.0
17163,sample_108,21.0_incubator-dubbo,org.apache.dubbo.common.utils.namedthreadfactorytest.testnewthread,0.0,0.0,0.0,0.0,1.0,0.0
17555,sample_108,21.0_incubator-dubbo,org.apache.dubbo.rpc.filter.tps.statitemtest.testisallowable,0.0,0.0,0.0,0.0,0.0,0.0
37092,sample_108,45.0_hbase,org.apache.hadoop.hbase.testcellutil.testclonecellfieldsfrombytebufferedcell,1.0,0.0,0.0,1.0,0.0,0.0
38870,sample_108,45.0_hbase,org.apache.hadoop.hbase.replication.testreplicationendpoint.testwalentryfilteraddvalidation,0.0,0.0,0.0,1.0,0.0,1.0
13503,sample_109,15.0_wro4j,ro.isdc.wro.model.resource.locator.wildcard.testdefaultwildcardstreamlocator.testwildcardpresent3,0.0,0.0,0.0,0.0,0.0,0.0
18436,sample_109,58.0_esper,com.espertech.esper.common.internal.view.prior.testprioreventbuffersingle.assertevents3and4,0.0,0.0,0.0,1.0,0.0,0.0
31066,sample_109,4.0_hdoop,org.apache.hadoop.service.testcompositeservice.testaddstoppedchildinstart,0.0,0.0,0.0,1.0,0.0,0.0
16318,sample_109,21.0_incubator-dubbo,org.apache.dubbo.config.moduleconfigtest.testversion,0.0,0.0,0.0,0.0,0.0,0.0
44276,sample_96,17.0_fastjson,com.alibaba.json.bvt.issue_1300.issue1330_short.test_for_issue_2,0.0,0.0,0.0,1.0,0.0,1.0
44251,sample_96,17.0_fastjson,com.alibaba.json.bvt.issue_2000.issue2040.test_for_issue_2040,0.0,0.0,0.0,0.0,1.0,0.0
41946,sample_96,56.0_oci-java-sdk,com.oracle.bmc.configfilereadertest.linewithemptykey,0.0,1.0,1.0,0.0,0.0,0.0
18734,sample_96,58.0_esper,com.espertech.esper.common.internal.epl.expression.funcs.testexprpropertyexistsnode.testtoexpressionstring,0.0,0.0,0.0,0.0,0.0,0.0
14731,sample_41,41.0_elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithtime,1.0,1.0,0.0,0.0,0.0,0.0
34614,sample_185,30.0_joda-time,org.joda.time.chrono.testcopticchronology.testfactoryutc,0.0,0.0,0.0,0.0,0.0,1.0
24477,sample_185,4.0_hdoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.testnetworkpackettagginghandlerimpl.testlifecycle,1.0,0.0,0.0,1.0,0.0,0.0
14757,sample_32,41.0_elastic-job-lite,io.elasticjob.lite.exception.jobstatisticexceptiontest.assertgetcause,0.0,0.0,0.0,0.0,0.0,0.0
18895,sample_191,4.0_hdoop,org.apache.hadoop.hdfs.nfs.testmountd.teststart,0.0,0.0,0.0,0.0,1.0,0.0
43838,sample_191,17.0_fastjson,com.alibaba.json.bvt.parser.defaultextjsonparser_parsearray.test_3,0.0,0.0,0.0,0.0,0.0,0.0
22471,sample_191,4.0_hdoop,org.apache.hadoop.hdfs.server.common.blockaliasmap.impl.testleveldbfileregionaliasmap.testiterate,1.0,1.0,0.0,1.0,1.0,1.0
44971,sample_191,12.0_openpojo,com.openpojo.random.randomfactorytest.generaterandomwithnoregisteredrandomgenerator,0.0,0.0,0.0,0.0,1.0,0.0
28221,sample_146,4.0_hdoop,org.apache.hadoop.mapred.testjobendnotifier.testlocaljobrunnerurisubstitution,0.0,0.0,0.0,0.0,0.0,0.0
10723,sample_146,66.0_sawmill,io.logz.sawmill.conditions.inconditiontest.testfieldnotexists,1.0,0.0,0.0,1.0,0.0,0.0
19123,sample_27,4.0_hdoop,org.apache.hadoop.fs.testfilterfs.testfilterfilesystem,1.0,0.0,0.0,1.0,0.0,0.0
1728,sample_27,29.0_c2mon,cern.c2mon.server.cache.dbaccess.ruletagmappertest.testgetnumberitems,0.0,0.0,0.0,0.0,0.0,0.0
8252,sample_190,27.0_querydsl,com.querydsl.sql.types.jsr310offsetdatetimetypetest.get,0.0,0.0,0.0,0.0,0.0,0.0
41779,sample_184,16.0_pippo,ro.pippo.pac4j.pippowebcontexttest.shouldgetserverportfromunderlyingrequest,0.0,0.0,0.0,0.0,0.0,0.0
48863,sample_184,5.0_jfreechart,org.jfree.chart.needle.windneedletest.testcloning,0.0,0.0,0.0,0.0,0.0,1.0
48775,sample_184,5.0_jfreechart,org.jfree.chart.plot.dial.dialpointertest.testequalspointer,0.0,0.0,0.0,0.0,0.0,0.0
7980,sample_184,27.0_querydsl,com.querydsl.sql.selectbase.where_exists,0.0,1.0,0.0,0.0,1.0,0.0
19374,sample_19,4.0_hdoop,org.apache.hadoop.hdfs.web.testwebhdfs.testfsserverdefaultsbackwardscompatible,0.0,0.0,0.0,1.0,0.0,1.0
35112,sample_19,30.0_joda-time,org.joda.time.field.testoffsetdatetimefield.test_getmaximumtextlength_locale,0.0,0.0,0.0,0.0,0.0,0.0
4776,sample_19,18.0_admiral,com.vmware.admiral.common.test.queryutiltest.testaddtenantanduserclausewhentenantanduserareset,0.0,0.0,0.0,0.0,0.0,0.0
1988,sample_19,47.0_rxjava2-extras,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testpollqueuethrowsexceptionemitserror,0.0,0.0,0.0,0.0,0.0,0.0
12125,sample_192,15.0_wro4j,ro.isdc.wro.extensions.support.lint.testresourcelintreport.shouldhaveunknownpathwhennullpathisset,0.0,0.0,0.0,0.0,0.0,0.0
37966,sample_192,45.0_hbase,org.apache.hadoop.hbase.util.testorderedbytes.teststring,1.0,0.0,0.0,1.0,0.0,0.0
50554,sample_192,5.0_jfreechart,org.jfree.data.time.quartertest.testgetfirstmillisecond,1.0,0.0,0.0,1.0,0.0,0.0
44950,sample_192,12.0_openpojo,com.openpojo.random.impl.urirandomgeneratortest.willthrowexceptionwhenhostprefixmalformed,0.0,0.0,0.0,0.0,0.0,0.0
12977,sample_25,15.0_wro4j,ro.isdc.wro.model.factory.testxmlmodelfactory.recursivegroupthrowsexception,0.0,1.0,1.0,0.0,1.0,1.0
28161,sample_25,4.0_hdoop,org.apache.hadoop.mapreduce.lib.input.testfixedlengthinputformat.testnorecordlength,0.0,1.0,0.0,0.0,0.0,1.0
9111,sample_186,27.0_querydsl,com.querydsl.core.util.arrayutilstest.test,0.0,0.0,0.0,0.0,0.0,0.0
29834,sample_186,4.0_hdoop,org.apache.hadoop.util.testcrccomposer.testupdatebytearraylengthunalignedwithcrcsize,0.0,0.0,0.0,0.0,0.0,0.0
20067,sample_31,4.0_hdoop,org.apache.hadoop.hdfs.client.impl.testblockreaderfactory.testmultiplewaitersonshortcircuitcache,1.0,0.0,0.0,1.0,0.0,0.0
41833,sample_31,14.0_aletheia,com.outbrain.aletheia.kafka.streams.aletheiastreamstest.whennostreamcreatedshouldthrow,0.0,0.0,0.0,0.0,0.0,0.0
35272,sample_179,30.0_joda-time,org.joda.time.field.testprecisedurationfield.testserialization,0.0,0.0,0.0,0.0,0.0,0.0
19830,sample_144,4.0_hdoop,org.apache.hadoop.hdfs.testblockstoragepolicy.teststoragetype,0.0,0.0,0.0,0.0,0.0,0.0
723,sample_144,25.0_marine-api,net.sf.marineapi.nmea.util.datetest.testgetyear,0.0,0.0,0.0,1.0,1.0,0.0
21017,sample_187,4.0_hdoop,org.apache.hadoop.hdfs.server.federation.router.testconnectionmanager.testvalidclientindex,1.0,0.0,0.0,1.0,0.0,0.0
26261,sample_187,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.testfairschedulerconfiguration.testparseresourceconfigvalue,1.0,0.0,0.0,1.0,0.0,0.0
20780,sample_24,4.0_hdoop,org.apache.hadoop.hdfs.server.namenode.testfsdirectory.testxattrmultisetremove,1.0,0.0,0.0,0.0,0.0,1.0
38622,sample_24,45.0_hbase,org.apache.hadoop.hbase.filter.testbigdecimalcomparator.testgreaterthanvalue,1.0,0.0,0.0,1.0,0.0,0.0
25003,sample_193,4.0_hdoop,org.apache.hadoop.yarn.server.timeline.webapp.testtimelinewebservices.testgetentities,0.0,0.0,0.0,0.0,0.0,0.0
29337,sample_193,4.0_hdoop,org.apache.hadoop.io.testmapfile.testreadergetclosest,0.0,1.0,0.0,0.0,1.0,1.0
6543,sample_193,49.0_dropwizard,io.dropwizard.request.logging.layout.logbackaccessrequestlayouttest.outputpatternasheaderisfalse,0.0,0.0,0.0,0.0,0.0,0.0
14382,sample_193,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.globecoordinatesvalueimpltest.getglobeitemid,0.0,0.0,0.0,0.0,0.0,0.0
1475,sample_18,29.0_c2mon,cern.c2mon.server.configuration.configurationloadertest.testremovecommand,0.0,0.0,0.0,0.0,0.0,0.0
7672,sample_18,27.0_querydsl,com.querydsl.sql.sqlbindingstest.params,0.0,1.0,0.0,0.0,1.0,0.0
15707,sample_20,7.0_dnsjava,org.xbill.dns.utils.base64test.test_tostring_basic5,0.0,0.0,0.0,0.0,0.0,0.0
18641,sample_20,58.0_esper,com.espertech.esper.common.internal.epl.expression.ops.testexprlikenode.testvalidate,1.0,0.0,0.0,1.0,0.0,0.0
2181,sample_183,47.0_rxjava2-extras,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testaddthrows,0.0,0.0,0.0,0.0,0.0,0.0
25136,sample_183,4.0_hdoop,org.apache.hadoop.yarn.server.applicationhistoryservice.webapp.testahswebservices.testcontainerlogsmetaforfinishedapps,0.0,0.0,0.0,0.0,0.0,0.0
8469,sample_168,27.0_querydsl,com.querydsl.lucene4.lucenequerytest.list_not_sorted_limit_0,0.0,0.0,0.0,0.0,0.0,0.0
49485,sample_168,5.0_jfreechart,org.jfree.chart.renderer.graypaintscaletest.testgetpaint,1.0,0.0,0.0,0.0,0.0,0.0
4172,sample_169,18.0_admiral,com.vmware.admiral.request.containerdifftest.testequals,0.0,0.0,0.0,0.0,0.0,0.0
14089,sample_169,11.0_wikidata-toolkit,org.wikidata.wdtk.testing.mockwebresourcefetchertest.setconcentsfromresource,0.0,0.0,0.0,0.0,0.0,0.0
6621,sample_169,49.0_dropwizard,io.dropwizard.servlets.tasks.taskservlettest.passespostbodyalongtopostbodytasks,0.0,0.0,0.0,0.0,0.0,0.0
47915,sample_169,22.0_http-request,com.github.kevinsawicki.http.httprequesttest.malformedintheader,0.0,0.0,0.0,0.0,0.0,0.0
22205,sample_182,4.0_hdoop,org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testoutofsyncatbeginningofsegment1,0.0,0.0,0.0,0.0,0.0,0.0
9793,sample_182,57.0_riptide,org.zalando.riptide.spring.timespantest.shouldfailonunsupportedtimespanformat,0.0,0.0,0.0,0.0,0.0,0.0
46025,sample_21,71.0_spring-ws,org.springframework.ws.server.endpoint.adapter.defaultmethodendpointadaptertest.supportssupported,0.0,0.0,0.0,0.0,0.0,0.0
15340,sample_21,7.0_dnsjava,org.xbill.dns.optionstest.test_check,0.0,0.0,0.0,0.0,1.0,0.0
23029,sample_37,4.0_hdoop,org.apache.hadoop.yarn.nodelabels.testfilesystemnodelabelsstore.testrecoverwithdistributednodelabels,0.0,0.0,0.0,0.0,0.0,0.0
24993,sample_180,4.0_hdoop,org.apache.hadoop.yarn.server.metrics.testamrmclientrelayermetrics.testgpending,0.0,0.0,0.0,0.0,0.0,1.0
38974,sample_180,45.0_hbase,org.apache.hadoop.hbase.regionserver.testmetricsregionserver.testpausemonitor,1.0,0.0,0.0,0.0,0.0,0.0
43331,sample_23,17.0_fastjson,com.alibaba.json.bvt.bug.bug_for_spitfire.test_for_spitfire,1.0,0.0,0.0,1.0,0.0,0.0
35974,sample_194,76.0_achilles,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_fail_building_class_with_no_partition_key,1.0,0.0,0.0,0.0,0.0,0.0
14758,sample_194,41.0_elastic-job-lite,io.elasticjob.lite.exception.exceptionutiltest.asserttransformwitherror,0.0,0.0,0.0,0.0,0.0,0.0
50177,sample_194,5.0_jfreechart,org.jfree.data.keyedobjectstest.testremovevalueint,0.0,0.0,0.0,1.0,0.0,0.0
