id,idProject,testCase,EagerTest,MysteryGuest,ResourceOptimism,TestRedundancy
38933,45.0_hbase,org.apache.hadoop.hbase.regionserver.testcompactionlifecycletracker.testrequestonstore,1.0,0.0,0.0,0.0
9383,27.0_querydsl,com.querydsl.core.types.dsl.booleanexpressiontest.orallof,0.0,0.0,0.0,0.0
41894,56.0_oci-java-sdk,com.oracle.bmc.objectstorage.transfer.internal.multipartutilstest.shouldusemultipart_objectnottoolarge_shouldreturntrue,0.0,0.0,0.0,0.0
7455,27.0_querydsl,com.querydsl.jpa.jpaprovidertest.hibernate_for_proxy,0.0,0.0,0.0,0.0
42421,10.0_helios,com.spotify.helios.testing.defaultdeployertest.testfailsonalldown,0.0,0.0,0.0,0.0
22746,4.0_hdoop,org.apache.hadoop.hdfs.server.blockmanagement.testavailablespaceblockplacementpolicy.testchoosedatanode,0.0,0.0,0.0,0.0
30417,4.0_hdoop,org.apache.hadoop.ha.testfailovercontroller.testfailuretofenceonfailbackfailsthefailback,0.0,0.0,0.0,0.0
43018,17.0_fastjson,com.alibaba.json.bvt.jsonarraytest.test_getarray_1,0.0,0.0,0.0,0.0
17888,21.0_incubator-dubbo,org.apache.dubbo.rpc.cluster.router.condition.conditionroutertest.testroute_noforce,0.0,1.0,1.0,0.0
24351,4.0_hdoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.runtime.docker.testdockerstartcommand.testgetcommandwitharguments,0.0,0.0,0.0,0.0
6325,49.0_dropwizard,io.dropwizard.client.httpclientbuildertest.configurecredentialreturnsntcredentialsforbasicconfig,0.0,0.0,0.0,0.0
35700,30.0_joda-time,org.joda.time.format.testperiodformat.test_wordbased_fr_from_nl,0.0,0.0,0.0,0.0
21686,4.0_hdoop,org.apache.hadoop.tools.testdistcpsync.testsync7,0.0,1.0,0.0,0.0
48245,38.0_carbon-apimgt,org.wso2.carbon.apimgt.rest.api.admin.throttling.impl.blacklistapiserviceimpltest.blacklistgettest,0.0,0.0,0.0,0.0
50265,5.0_jfreechart,org.jfree.data.general.datasetutilstest.test803660,1.0,0.0,0.0,0.0
13224,15.0_wro4j,ro.isdc.wro.model.resource.processor.testcssvariablesprocessor.shouldsupportcorrectresourcetypes,0.0,0.0,0.0,0.0
16070,72.0_java-websocket,org.java_websocket.autobahn.autobahnserverresults.test7_9_1,1.0,1.0,0.0,0.0
4557,18.0_admiral,com.vmware.admiral.adapter.pks.pkscontexttest.testnulluri,0.0,0.0,0.0,0.0
16511,21.0_incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_addextension_noextend,0.0,1.0,1.0,0.0
28022,4.0_hdoop,org.apache.hadoop.mapreduce.lib.output.testpathoutputcommitterfactory.testnamedcommitterfactory,0.0,0.0,0.0,0.0
1500,29.0_c2mon,cern.c2mon.server.configuration.configurationloadertest.testremovedevice,0.0,0.0,0.0,0.0
9079,27.0_querydsl,com.querydsl.core.util.reflectionutilstest.getimplementedinterfaces,0.0,0.0,0.0,0.0
16244,21.0_incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testparameters,0.0,0.0,0.0,0.0
40913,45.0_hbase,org.apache.hadoop.hbase.master.procedure.testcreatenamespaceprocedure.testcreatesamenamespacetwice,1.0,0.0,0.0,0.0
43197,17.0_fastjson,com.alibaba.json.bvt.bug.bug_for_issue_265.test_for_issue,1.0,0.0,0.0,0.0
48529,5.0_jfreechart,org.jfree.chart.plot.xyplottest.testcloning_quadrantorigin,1.0,0.0,0.0,0.0
736,25.0_marine-api,net.sf.marineapi.nmea.util.datetest.testtoiso8601fourdigityear,0.0,0.0,0.0,0.0
17264,21.0_incubator-dubbo,org.apache.dubbo.common.utils.pojoutilstest.test_looppojoinlist,0.0,0.0,0.0,0.0
3643,18.0_admiral,com.vmware.admiral.auth.util.securitycontextutiltest.testsecuritycontextcontainsallrolesformultipleprojects,1.0,0.0,0.0,0.0
33990,30.0_joda-time,org.joda.time.testmonths.testtostring,0.0,0.0,0.0,0.0
19025,4.0_hdoop,org.apache.hadoop.fs.testfileutil.testcomparefsnull,0.0,0.0,0.0,0.0
9938,57.0_riptide,org.zalando.riptide.routetest.shoulddonothing,0.0,0.0,0.0,0.0
13848,11.0_wikidata-toolkit,org.wikidata.wdtk.dumpfiles.wmf.wmfonlinestandarddumpfiletest.validcurrentdumppropertiesoldformat,0.0,0.0,0.0,0.0
7678,27.0_querydsl,com.querydsl.sql.sqlserver2012templatestest.union,0.0,0.0,0.0,0.0
29962,4.0_hdoop,org.apache.hadoop.util.testshell.testhadoophomevalid,0.0,0.0,0.0,0.0
11538,15.0_wro4j,ro.isdc.wro.http.testwrofilter.testdofilterindeploymentmode,0.0,0.0,0.0,0.0
26356,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.testfairscheduler.testmultiplenodessinglerackrequest,1.0,0.0,0.0,0.0
17189,21.0_incubator-dubbo,org.apache.dubbo.common.utils.stringutilstest.testexceptiontostringwithmessage,0.0,0.0,0.0,0.0
49016,5.0_jfreechart,org.jfree.chart.labels.standardcategoryserieslabelgeneratortest.testhashcode,0.0,0.0,0.0,0.0
35258,30.0_joda-time,org.joda.time.field.testprecisedurationfield.test_getvalueaslong_long,0.0,0.0,0.0,0.0
50594,5.0_jfreechart,org.jfree.data.time.weektest.testgetlastmillisecondwithtimezone,1.0,0.0,0.0,0.0
18965,4.0_hdoop,org.apache.hadoop.fs.testfilesystem.testfsclose,0.0,1.0,0.0,0.0
7855,27.0_querydsl,com.querydsl.sql.selectbase.factoryexpression_in_groupby,0.0,1.0,0.0,0.0
2805,18.0_admiral,com.vmware.admiral.closures.drivers.closureservicetest.executejsstringparameterstest,1.0,0.0,0.0,0.0
11009,35.0_hsac-fitnesse-fixtures,nl.hsac.fitnesse.fixture.util.namespacecontextimpltest.addduplicateprefixotheruri,0.0,0.0,0.0,0.0
34748,30.0_joda-time,org.joda.time.convert.teststringconverter.testsetintoperiod_object6,0.0,0.0,0.0,0.0
48473,5.0_jfreechart,org.jfree.chart.chartrenderinginfotest.testequals,0.0,0.0,0.0,0.0
43480,17.0_fastjson,com.alibaba.json.bvt.bug.issue799.test_for_issue,1.0,0.0,0.0,0.0
44651,17.0_fastjson,com.alibaba.json.bvt.serializer.serializewritertest.test_15,0.0,0.0,0.0,0.0
35024,30.0_joda-time,org.joda.time.field.testprecisedatetimefield.test_getastext_rp_int_locale,0.0,0.0,0.0,0.0
40785,45.0_hbase,org.apache.hadoop.hbase.master.cleaner.testreplicationbarriercleaner.testnothing,0.0,0.0,0.0,0.0
4748,18.0_admiral,com.vmware.admiral.adapter.docker.service.containerstatemappertest.testcomparerunningcontainerinusernetworkwithdefaultpropertiesandmatchedcontainerstateshouldpass,0.0,0.0,0.0,0.0
22620,4.0_hdoop,org.apache.hadoop.hdfs.server.namenode.snapshot.testsnapshotdiffreport.testdiffreportwithrenameandsnapshotdeletion,0.0,0.0,0.0,0.0
14857,41.0_elastic-job-lite,io.elasticjob.lite.executor.jobexecutorfactorytest.assertgetjobexecutorwhenjobclasswhenunsupportedjob,0.0,0.0,0.0,0.0
21780,4.0_hdoop,org.apache.hadoop.tools.testoptionsparser.testdiffoption,0.0,0.0,0.0,0.0
29560,4.0_hdoop,org.apache.hadoop.ipc.testrpc.testrpcinterruptedsimple,0.0,0.0,0.0,0.0
44427,17.0_fastjson,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like.test_list_like_contains,1.0,0.0,0.0,0.0
18027,58.0_esper,com.espertech.esper.runtime.internal.filtersvcimpl.testeventtypeindex.testmatch,0.0,0.0,0.0,0.0
18884,58.0_esper,com.espertech.esper.compiler.internal.util.testeplmoduleutil.testparse,1.0,0.0,0.0,0.0
41750,16.0_pippo,ro.pippo.controller.controllerregistrytest.testwithpathwithsinglevalue,0.0,0.0,0.0,0.0
14813,41.0_elastic-job-lite,io.elasticjob.lite.api.strategy.impl.rotateserverbynamejobshardingstrategytest.assertsharding3,0.0,0.0,0.0,0.0
29650,4.0_hdoop,org.apache.hadoop.util.testlinereader.testcustomdelimiter,0.0,0.0,0.0,0.0
2422,60.0_vertexium,org.vertexium.mutation.existingelementmutationimpltest.testhaschangesproperties,0.0,0.0,0.0,0.0
7997,27.0_querydsl,com.querydsl.sql.selectbase.preexecute,0.0,1.0,0.0,0.0
49817,5.0_jfreechart,org.jfree.data.xy.tablexydatasettest.testtablexydataset,1.0,0.0,0.0,0.0
21796,4.0_hdoop,org.apache.hadoop.tools.testfilebasedcopylisting.testmultifiletargetpresent,0.0,1.0,0.0,0.0
9058,27.0_querydsl,com.querydsl.core.booleanbuildertest.tostring_,0.0,0.0,0.0,0.0
20111,4.0_hdoop,org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalbytebufferfastlanereadsnochecksumnoreadahead,0.0,1.0,1.0,0.0
29759,4.0_hdoop,org.apache.hadoop.util.testcacheableiplist.testaddwithsleepforcachetimeout,1.0,1.0,0.0,1.0
29384,4.0_hdoop,org.apache.hadoop.io.testmapwritable.testtostring,0.0,0.0,0.0,0.0
22321,4.0_hdoop,org.apache.hadoop.hdfs.server.sps.testexternalstoragepolicysatisfier.testblksstoragemovementattemptfinishedreport,0.0,1.0,1.0,0.0
22355,4.0_hdoop,org.apache.hadoop.hdfs.server.datanode.web.webhdfs.testdatanodeugiprovider.testugicacheinsecure,0.0,0.0,0.0,0.0
38217,45.0_hbase,org.apache.hadoop.hbase.util.testfstabledescriptors.testtabledescriptors,1.0,1.0,0.0,0.0
13241,15.0_wro4j,ro.isdc.wro.model.resource.processor.testlesscssimportpreprocessor.shouldsupportcorrectresourcetypes,0.0,0.0,0.0,0.0
15526,7.0_dnsjava,org.xbill.dns.serialtest.test_compare_argsequal,1.0,0.0,0.0,0.0
30152,4.0_hdoop,org.apache.hadoop.mapreduce.v2.jobhistory.testfilenameindexutils.testusernamepercentencoding,0.0,0.0,0.0,0.0
23586,4.0_hdoop,org.apache.hadoop.yarn.service.utils.testserviceapiutil.testexternalcomponent,1.0,0.0,0.0,0.0
7719,27.0_querydsl,com.querydsl.sql.updatebase.update_with_subquery_notexists,0.0,1.0,0.0,0.0
11329,69.0_search-highlighter,org.wikimedia.search.highlighter.experimental.hit.merginghitenumtest.ofcollectionofempty,0.0,0.0,0.0,0.0
4162,18.0_admiral,com.vmware.admiral.request.servicedocumentdeletetaskservicetest.testdeleteeventswhennoneareavailable,0.0,1.0,1.0,0.0
1676,29.0_c2mon,cern.c2mon.server.cache.dbaccess.subequipmentmappertest.testselectsubequipmentsbyequipment,0.0,0.0,0.0,0.0
19830,4.0_hdoop,org.apache.hadoop.hdfs.testblockstoragepolicy.teststoragetype,0.0,0.0,0.0,0.0
723,25.0_marine-api,net.sf.marineapi.nmea.util.datetest.testgetyear,0.0,0.0,0.0,0.0
27228,4.0_hdoop,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshnodesgracefulinvalidargs,1.0,0.0,0.0,0.0
28221,4.0_hdoop,org.apache.hadoop.mapred.testjobendnotifier.testlocaljobrunnerurisubstitution,0.0,0.0,0.0,0.0
10723,66.0_sawmill,io.logz.sawmill.conditions.inconditiontest.testfieldnotexists,1.0,0.0,0.0,0.0
8290,27.0_querydsl,com.querydsl.sql.dml.sqlinsertclausetest.getsqlwithpreservedcolumnorder,0.0,1.0,0.0,0.0
48094,38.0_carbon-apimgt,org.wso2.carbon.apimgt.core.dao.impl.apidaoimplit.testgetendpointbyname,0.0,1.0,1.0,0.0
48047,38.0_carbon-apimgt,org.wso2.carbon.apimgt.core.auth.defaultscoperegistrationimpltest.testupdatescope,0.0,0.0,0.0,0.0
39154,45.0_hbase,org.apache.hadoop.hbase.regionserver.testhstore.testcreatescannerandsnapshotconcurrently,1.0,0.0,0.0,0.0
31082,4.0_hdoop,org.apache.hadoop.service.testcompositeservice.testaddstoppedsiblinginstart,0.0,0.0,0.0,0.0
4024,18.0_admiral,com.vmware.admiral.request.allocation.filter.serviceaffinityhostfiltertest.testerrorwhenmorethanonecontainersbutdifferenthostsinaffinity,0.0,0.0,0.0,0.0
38272,45.0_hbase,org.apache.hadoop.hbase.io.testfilelink.testequals,0.0,0.0,0.0,0.0
3467,18.0_admiral,com.vmware.admiral.log.eventlogservicetest.testgetsingleeventlog,0.0,1.0,1.0,0.0
10081,1.0_struts,org.apache.struts2.embeddedjspresulttest.testsimple,0.0,1.0,0.0,0.0
30415,4.0_hdoop,org.apache.hadoop.ha.testfailovercontroller.testwefenceonfailbackiftransitiontoactivefails,0.0,0.0,0.0,0.0
43499,17.0_fastjson,com.alibaba.json.bvt.bug.bug_for_primitive_byte.test_emptystr,0.0,0.0,0.0,0.0
43984,17.0_fastjson,com.alibaba.json.bvt.util.ryufloattest.test_0,1.0,0.0,0.0,0.0
773,25.0_marine-api,net.sf.marineapi.nmea.util.timetest.testsetinvalidseconds,0.0,0.0,0.0,0.0
35043,30.0_joda-time,org.joda.time.field.testprecisedatetimefield.test_set_rp_int_intarray_string_locale,0.0,0.0,0.0,0.0
25082,4.0_hdoop,org.apache.hadoop.yarn.server.applicationhistoryservice.testapplicationhistoryclientservice.testapplicationnotfound,1.0,0.0,0.0,0.0
35808,30.0_joda-time,org.joda.time.format.testperiodformatterbuilder.testappendliteralthrowsillegalargumentexception,0.0,0.0,0.0,0.0
22417,4.0_hdoop,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testmoveblockfailure,0.0,1.0,1.0,0.0
12676,15.0_wro4j,ro.isdc.wro.config.factory.testpropertywroconfigurationfactory.createdefaultconfig,0.0,0.0,0.0,0.0
15626,7.0_dnsjava,org.xbill.dns.recordtest.test_fromstring_invalid,1.0,0.0,0.0,0.0
17197,21.0_incubator-dubbo,org.apache.dubbo.common.utils.stringutilstest.testisnumeric,0.0,0.0,0.0,0.0
11949,15.0_wro4j,ro.isdc.wro.extensions.processor.css.testlesscssprocessor.shouldusefallbackprocessorwhennodenotsupported,0.0,0.0,0.0,0.0
15865,72.0_java-websocket,org.java_websocket.autobahn.autobahnserverresults.test3_4,1.0,1.0,0.0,0.0
40997,45.0_hbase,org.apache.hadoop.hbase.quotas.policies.testnowritescompactionsviolationpolicyenforcement.testcheckdelete,0.0,0.0,0.0,0.0
25977,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.testparentqueue.testsinglelevelqueues,1.0,0.0,0.0,0.0
2547,60.0_vertexium,org.vertexium.test.graphtestbase.testgraphqueryhas,1.0,1.0,0.0,0.0
5509,18.0_admiral,com.vmware.admiral.upgrade.transformation.compositecomponentstransformationservicetest.testthereshouldnotbeduplicatedtenantlinks,0.0,1.0,1.0,0.0
9200,27.0_querydsl,com.querydsl.core.types.qtupletest.nestedprojection_newinstance2,0.0,0.0,0.0,0.0
6695,49.0_dropwizard,io.dropwizard.testing.junit5.personresourcetest.testgetimmutablelistofpersons,0.0,0.0,0.0,0.0
45438,12.0_openpojo,com.openpojo.reflection.construct.instancefactorytest.shouldskipsyntheticconstructor,0.0,0.0,0.0,0.0
5575,49.0_dropwizard,io.dropwizard.assets.assetsbundletest.canhavedifferenturiandresourcepaths,0.0,1.0,0.0,0.0
14164,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.quantityvalueimpltest.gettersworking,0.0,0.0,0.0,0.0
38393,45.0_hbase,org.apache.hadoop.hbase.types.testterminatedwrapper.testskipnonskippable,1.0,0.0,0.0,0.0
9697,27.0_querydsl,com.querydsl.lucene5.luceneserializertest.goe_numeric_integer_equal,0.0,0.0,0.0,0.0
24939,4.0_hdoop,org.apache.hadoop.yarn.server.timeline.security.testtimelineaclsmanager.testcorruptedownerinfofordomain,1.0,0.0,0.0,0.0
1144,29.0_c2mon,cern.c2mon.shared.common.datatag.address.impl.datatagaddresstest.parsebasichardwareaddresstoxml,0.0,0.0,0.0,0.0
2899,18.0_admiral,com.vmware.admiral.closures.closuresnodejsit.executejsextsourceaszipnopackagejsonentrypointtest,1.0,0.0,0.0,0.0
1704,29.0_c2mon,cern.c2mon.server.cache.dbaccess.equipmentmappertest.testinsertandretrieve,0.0,0.0,0.0,0.0
14475,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.dataobjectfactoryimpltest.testgetlexemeid,0.0,0.0,0.0,0.0
28192,4.0_hdoop,org.apache.hadoop.mapred.testcounters.testcounterlimits,1.0,0.0,0.0,0.0
3423,18.0_admiral,com.vmware.admiral.common.util.deferredutilstest.testwrap,0.0,0.0,0.0,0.0
24951,4.0_hdoop,org.apache.hadoop.yarn.server.scheduler.testopportunisticcontainerallocator.testnodelocalallocationsameschedkey,1.0,0.0,0.0,0.0
22674,4.0_hdoop,org.apache.hadoop.hdfs.server.namenode.snapshot.testsnapshot.testofflineimageviewer,0.0,1.0,1.0,0.0
23320,4.0_hdoop,org.apache.hadoop.yarn.client.api.impl.testnmclient.testnmclient,0.0,0.0,0.0,0.0
17968,21.0_incubator-dubbo,org.apache.dubbo.rpc.cluster.support.wrapper.mockclusterinvokertest.testmockinvokerfromoverride_invoke_check_int,0.0,1.0,1.0,0.0
34076,30.0_joda-time,org.joda.time.testweeks.testgetmethods,0.0,0.0,0.0,0.0
48251,38.0_carbon-apimgt,org.wso2.carbon.apimgt.rest.api.admin.throttling.mappings.applicationthrottlepolicymappingutiltest.fromapplicationthrottlepolicydtotomodeltest,0.0,0.0,0.0,0.0
28271,4.0_hdoop,org.apache.hadoop.mapred.testtask.teststatusupdatedoesnotexitinubermode,1.0,0.0,0.0,0.0
544,70.0_jhipster-registry,io.github.jhipster.registry.web.rest.vm.uservmtest.getlogintest,0.0,0.0,0.0,0.0
9396,27.0_querydsl,com.querydsl.core.support.querymixintest.leftjoin,0.0,0.0,0.0,0.0
11702,15.0_wro4j,ro.isdc.wro.extensions.processor.testless4jprocessor.shouldbethreadsafe,0.0,0.0,0.0,0.0
41601,16.0_pippo,ro.pippo.core.pipposettingstest.testgetnumber,1.0,0.0,0.0,0.0
12694,15.0_wro4j,ro.isdc.wro.config.factory.testpropertiesandfilterconfigwroconfigurationfactory.testconfiguredebugwithpropertiesfileset,0.0,0.0,0.0,0.0
11951,15.0_wro4j,ro.isdc.wro.extensions.processor.css.testlesscssprocessor.shouldsupportcorrectresourcetypes,0.0,0.0,0.0,0.0
24530,4.0_hdoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.numa.testnumaresourceallocator.testreleasenumaresourcess,1.0,0.0,0.0,0.0
37539,45.0_hbase,org.apache.hadoop.hbase.http.jmx.testjmxjsonservlet.assertrefind,0.0,0.0,0.0,0.0
26268,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.testfairschedulerconfiguration.testcpupercentagememoryabsolute,0.0,0.0,0.0,0.0
20485,4.0_hdoop,org.apache.hadoop.hdfs.server.datanode.testfsdatasetcache.testfilesexceedmaxlockedmemory,1.0,1.0,1.0,0.0
4593,18.0_admiral,com.vmware.admiral.adapter.pks.service.pksclusterconfigservicetest.testaddpksclusterfail,0.0,0.0,0.0,0.0
19994,4.0_hdoop,org.apache.hadoop.hdfs.util.testxmlutils.testinvalidsequence,0.0,0.0,0.0,0.0
51510,36.0_vertx-completable-future,me.escoffier.vertx.completablefuture.vertxcompletablefuturetest.testaccepteither,0.0,0.0,0.0,0.0
7433,27.0_querydsl,com.querydsl.jpa.hibernatebase.with_comment,0.0,0.0,0.0,0.0
36356,33.0_alien4cloud,alien4cloud.utils.version.versiontest.testequalsnullsafe,0.0,0.0,0.0,0.0
3525,18.0_admiral,com.vmware.admiral.auth.idm.local.localprincipalservicetest.testdeleteprincipalshoulddeleteuserstate,0.0,1.0,1.0,0.0
27878,4.0_hdoop,org.apache.hadoop.mapreduce.testtaskid.testgettasktypechar,0.0,0.0,0.0,0.0
19760,4.0_hdoop,org.apache.hadoop.hdfs.testquota.testsetandclearspacequotadirectorynotexist,0.0,0.0,0.0,0.0
16253,21.0_incubator-dubbo,org.apache.dubbo.config.serviceconfigtest.testgeneric1,0.0,0.0,0.0,0.0
21891,4.0_hdoop,org.apache.hadoop.net.testnetutils.testwrapbindexception,0.0,0.0,0.0,0.0
38378,45.0_hbase,org.apache.hadoop.hbase.codec.testkeyvaluecodec.testone,1.0,0.0,0.0,0.0
17550,21.0_incubator-dubbo,org.apache.dubbo.rpc.filter.exceptionfiltertest.testconverttoruntimeexception,0.0,0.0,0.0,0.0
22014,4.0_hdoop,org.apache.hadoop.tracing.testtraceutils.testextraconfig,0.0,0.0,0.0,0.0
6949,65.0_vertx-mqtt,io.vertx.mqtt.test.server.mqttserverconnectiontest.refusedunacceptableprotocolversion,1.0,0.0,0.0,0.0
24041,4.0_hdoop,org.apache.hadoop.yarn.server.nodemanager.recovery.testnmleveldbstatestoreservice.testremovelocalizedresource,1.0,0.0,0.0,0.0
45513,12.0_openpojo,com.openpojo.business.identity.impl.identityfactorytest.whennoidentityhandlerfoundshouldthrowexception,0.0,0.0,0.0,0.0
9593,27.0_querydsl,com.querydsl.lucene5.lucenequerytest.uniqueresult_finds_more_than_one_result,0.0,0.0,0.0,0.0
41438,45.0_hbase,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testwalcleanerwithemptyrolls,1.0,1.0,0.0,0.0
31627,4.0_hdoop,org.apache.hadoop.ozone.lease.testleasemanager.testcustomleasetimeout,0.0,0.0,0.0,0.0
7924,27.0_querydsl,com.querydsl.sql.selectbase.projection2,1.0,1.0,0.0,0.0
26935,4.0_hdoop,org.apache.hadoop.yarn.server.router.testroutermetrics.testappsfailedcreated,0.0,0.0,0.0,0.0
27532,4.0_hdoop,org.apache.hadoop.ozone.web.client.testvolume.testdeletevolume,0.0,0.0,0.0,0.0
48243,38.0_carbon-apimgt,org.wso2.carbon.apimgt.rest.api.admin.throttling.impl.blacklistapiserviceimpltest.blacklistconditioniddeletetest,0.0,0.0,0.0,0.0
7692,27.0_querydsl,com.querydsl.sql.multikeytest.tostring_,0.0,0.0,0.0,0.0
15336,7.0_dnsjava,org.xbill.dns.reversemaptest.test_fromaddress_invalid,1.0,0.0,0.0,0.0
29009,4.0_hdoop,org.apache.hadoop.mapreduce.v2.app.job.impl.testtaskimpl.testlaunchtaskattempt,0.0,0.0,0.0,0.0
14283,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testirifortime,0.0,0.0,0.0,0.0
10729,66.0_sawmill,io.logz.sawmill.conditions.fieldtypeconditiontest.testwrongconfigs,0.0,0.0,0.0,0.0
44276,17.0_fastjson,com.alibaba.json.bvt.issue_1300.issue1330_short.test_for_issue_2,0.0,0.0,0.0,0.0
44251,17.0_fastjson,com.alibaba.json.bvt.issue_2000.issue2040.test_for_issue_2040,0.0,0.0,0.0,0.0
41946,56.0_oci-java-sdk,com.oracle.bmc.configfilereadertest.linewithemptykey,0.0,1.0,1.0,0.0
18734,58.0_esper,com.espertech.esper.common.internal.epl.expression.funcs.testexprpropertyexistsnode.testtoexpressionstring,0.0,0.0,0.0,0.0
1774,29.0_c2mon,cern.c2mon.server.client.request.clientrequestmessageconvertertest.testconfigurationreportmessageconversion,0.0,0.0,0.0,0.0
29642,4.0_hdoop,org.apache.hadoop.util.testfilebasediplist.testwithmultiplesubnetandips,0.0,0.0,0.0,0.0
14859,41.0_elastic-job-lite,io.elasticjob.lite.executor.handler.impl.defaultjobexceptionhandlertest.asserthandleexception,0.0,0.0,0.0,0.0
47674,53.0_retrofit,retrofit2.requestfactorytest.multipartpartmapmustbemap,0.0,0.0,0.0,0.0
36864,45.0_hbase,org.apache.hadoop.hbase.client.testattributes.testscanid,0.0,0.0,0.0,0.0
44468,17.0_fastjson,com.alibaba.json.bvt.path.jsonpath_9.test_paths_1,0.0,0.0,0.0,0.0
34062,30.0_joda-time,org.joda.time.testminutes.testnegated,0.0,0.0,0.0,0.0
46599,39.0_yawp,io.yawp.repository.repositorytest.testsavefornotendpointobjects,0.0,0.0,0.0,0.0
23054,4.0_hdoop,org.apache.hadoop.yarn.api.testresourcepbimpl.testgetmemory,0.0,0.0,0.0,0.0
2416,60.0_vertexium,org.vertexium.edgebuilderbasetest.testhaschangesalteredgelabel,0.0,0.0,0.0,0.0
4346,18.0_admiral,com.vmware.admiral.request.requestbrokergraphservicetest.testrequestlifecycle,1.0,1.0,1.0,0.0
15053,41.0_elastic-job-lite,io.elasticjob.lite.internal.schedule.litejobfacadetest.assertisneedsharding,0.0,0.0,0.0,0.0
27030,4.0_hdoop,org.apache.hadoop.registry.operations.testregistryoperations.teststatrootpath,0.0,1.0,0.0,0.0
14772,41.0_elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertgetexecutorid,0.0,0.0,0.0,0.0
46275,71.0_spring-ws,org.springframework.ws.soap.security.xwss.callback.springdigestpasswordvalidationcallbackhandlertest.testcleanup,0.0,0.0,0.0,0.0
25048,4.0_hdoop,org.apache.hadoop.yarn.server.applicationhistoryservice.testapplicationhistorymanagerontimelinestore.testgetapplicationreportwithnotattempt,1.0,0.0,0.0,1.0
25417,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.testresourcetrackerservice.testsetrmidentifierinregistration,0.0,0.0,0.0,0.0
29777,4.0_hdoop,org.apache.hadoop.util.testdiskchecker.testmkdirs_direxists_badumask,0.0,0.0,0.0,0.0
29633,4.0_hdoop,org.apache.hadoop.util.testrunjar.testbigjar,1.0,1.0,1.0,0.0
30513,4.0_hdoop,org.apache.hadoop.ha.testshellcommandfencer.testbasicsuccessfailure,0.0,0.0,0.0,0.0
23230,4.0_hdoop,org.apache.hadoop.yarn.util.resource.testresourcecalculator.testcomparedominantwithonlymandatory,0.0,0.0,0.0,0.0
14218,11.0_wikidata-toolkit,org.wikidata.wdtk.datamodel.implementation.itemdocumentimpltest.equalitybasedoncontent,1.0,0.0,0.0,0.0
6050,49.0_dropwizard,io.dropwizard.jetty.httpsconnectorfactorytest.testbuild,1.0,1.0,0.0,0.0
12859,15.0_wro4j,ro.isdc.wro.manager.factory.testdefaultwromanagerfactory.shouldusevalidmodelisprovidedwhenusingconfigurablewromanagerfactory,0.0,0.0,0.0,0.0
44906,12.0_openpojo,com.openpojo.random.impl.basicrandomgeneratortest.teststring,0.0,0.0,0.0,0.0
42390,10.0_helios,com.spotify.helios.cli.command.deploymentgroupinspectcommandtest.testdeploymentgroupinspectcommandjson,0.0,0.0,0.0,0.0
769,25.0_marine-api,net.sf.marineapi.nmea.util.timetest.testparsetimewithoutdecimals,0.0,0.0,0.0,0.0
2338,60.0_vertexium,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testretrievingverticesfromelasticsearchedge,0.0,0.0,0.0,0.0
8469,27.0_querydsl,com.querydsl.lucene4.lucenequerytest.list_not_sorted_limit_0,0.0,0.0,0.0,0.0
49485,5.0_jfreechart,org.jfree.chart.renderer.graypaintscaletest.testgetpaint,1.0,0.0,0.0,0.0
4172,18.0_admiral,com.vmware.admiral.request.containerdifftest.testequals,0.0,0.0,0.0,0.0
14089,11.0_wikidata-toolkit,org.wikidata.wdtk.testing.mockwebresourcefetchertest.setconcentsfromresource,0.0,0.0,0.0,0.0
7610,27.0_querydsl,com.querydsl.sql.sqlcloselistenertest.iterate,1.0,1.0,0.0,0.0
43716,17.0_fastjson,com.alibaba.json.bvt.issue_1600.issue1644.test_for_issue,0.0,0.0,0.0,0.0
39768,45.0_hbase,org.apache.hadoop.hbase.security.access.testcoprocessorwhitelistmasterobserver.testdifferentfilesystemnonwhitelisted,0.0,0.0,0.0,0.0
45705,71.0_spring-ws,org.springframework.ws.wsdl.wsdl11.provider.suffixbasedmessagesprovidertest.testaddmessages,1.0,1.0,0.0,0.0
